pAsuram,Word,Meaning,
5-10-8-eNNil ninaiveydhi,illai ena,saying that it is not there (praising in this manner),
5-10-8-eNNil ninaiveydhi,malargaL thUy,proffering flowers,
5-10-8-eNNil ninaiveydhi,naNNi,approached,
5-10-8-eNNil ninaiveydhi,uRaiginRa nagar,the town where they are residing,
5-10-8-eNNil ninaiveydhi,nandhipura viNNagaram,"having the divine name, nandhipura viNNagaram",
5-10-8-eNNil ninaiveydhi,nagar,the dhivyadhESam,
5-10-8-eNNil ninaiveydhi,manamE,oh heart!,
5-10-8-eNNil ninaiveydhi,naNNu,try to reach.,
5-10-9-vangamali,vangam,with boats,
5-10-9-vangamali,mali,filled,
5-10-9-vangamali,adhu,that (which is protection for the earth),
5-10-9-vangamali,pauvam,the ocean,
5-10-9-vangamali,mA,tall,
5-10-9-vangamali,mugadin,the oval shaped universe-s wall-s,
5-10-9-vangamali,uchchi,up to the top,
5-10-9-vangamali,puga,to reach,
5-10-9-vangamali,mikka,rising,
5-10-9-vangamali,peru nIr,in the great waters (during deluge),
5-10-9-vangamali,avanadhu,that sarvESvaran-s,
5-10-9-vangamali,ANai,order,
5-10-9-vangamali,thalai sUdum,those who hold on their heads,
5-10-9-vangamali,adiyAr,servitors,
5-10-9-vangamali,angam azhiyAr,will not get their bodies destroyed.,
5-10-9-vangamali,manamE,oh heart!,
5-10-9-vangamali,aRidhiyEl,if you know (this),
5-10-9-vangamali,pongu,rising,
5-10-9-vangamali,punal,water,
5-10-9-vangamali,undhu,pushing,
5-10-9-vangamali,maNi,from the precious gems,
5-10-9-vangamali,kangul,occurs in the night,
5-10-9-vangamali,iruL,darkness,
5-10-9-vangamali,sIRum,being angry (eliminating),
5-10-9-vangamali,oLi,radiance,
5-10-9-vangamali,engum,everywhere,
5-10-9-vangamali,uLadhu,spread out,
5-10-9-vangamali,nangaL,our,
5-10-9-vangamali,perumAn,lord,
5-10-9-vangamali,uRaiyum,eternally residing,
5-10-9-vangamali,nandhipura viNNagaram,"having the divine name, nandhipura viNNagaram",
5-10-9-vangamali,nagar,the dhivyadhESam,
5-10-9-vangamali,manamE,oh heart!,
5-10-9-vangamali,naNNu,try to reach.,
5-10-10-naRai sey,naRai sey,having honey,
5-10-10-naRai sey,pozhil,in the orchards,
5-10-10-naRai sey,mazhai,clouds,
5-10-10-naRai sey,thavazhum,roaming around,
5-10-10-naRai sey,nandhipura viNNagaram,the dhivyadhESam named nandhipura viNNagaram,
5-10-10-naRai sey,naNNi,approached,
5-10-10-naRai sey,uRaiyum,one who is eternally residing,
5-10-10-naRai sey,uRaikoL,placed in the pouch,
5-10-10-naRai sey,pugar,having radiance,
5-10-10-naRai sey,Azhi,divine chakra,
5-10-10-naRai sey,suri,curved,
5-10-10-naRai sey,sangam,divine conch,
5-10-10-naRai sey,avai,those divine weapons,
5-10-10-naRai sey,am kai,in the beautiful divine hands,
5-10-10-naRai sey,udaiyAnai,on sarvESvaran who is having,
5-10-10-naRai sey,oLi sEr,radiant,
5-10-10-naRai sey,kaRai vaLarum,having abundance of blood stains,
5-10-10-naRai sey,vEl,spear,
5-10-10-naRai sey,valla,one who can rule over,
5-10-10-naRai sey,kaliyan,thirumangai AzhwAr,
5-10-10-naRai sey,oli,mercifully spoke,
5-10-10-naRai sey,ivai,these distinguished,
5-10-10-naRai sey,mAlai,collection of words in the form of a garland,
5-10-10-naRai sey,aindhum aindhum,ten pAsurams,
5-10-10-naRai sey,muRaiyil,in the proper manner (considering them to be the goal),
5-10-10-naRai sey,payilavala,those who can learn/recite,
5-10-10-naRai sey,adiyavargaL,servitors-,
5-10-10-naRai sey,kodu,cruel,
5-10-10-naRai sey,vinaigaL,sins,
5-10-10-naRai sey,muzhudhu,completely,
5-10-10-naRai sey,agalum,will go away,
6-1-1-vandunu-vaNduNu,amararum,dhEvathAs [celestial entities],
6-1-1-vandunu-vaNduNu,thoNdarum,(and) devotees,
6-1-1-vandunu-vaNduNu,vaNdu,beetles,
6-1-1-vandunu-vaNduNu,uNum,drinking honey,
6-1-1-vandunu-vaNduNu,naRu,very fragrant,
6-1-1-vandunu-vaNduNu,malar,strung with flowers,
6-1-1-vandunu-vaNduNu,iNdai,garland,
6-1-1-vandunu-vaNduNu,koNdu,earning it and bringing it,
6-1-1-vandunu-vaNduNu,paNdai,ancient,
6-1-1-vandunu-vaNduNu,nam vinai,our sins,
6-1-1-vandunu-vaNduNu,keda,you should mercifully eliminate,
6-1-1-vandunu-vaNduNu,enRu,praying in this manner,
6-1-1-vandunu-vaNduNu,adimEl,on the divine feet,
6-1-1-vandunu-vaNduNu,paNiya,as they surrender (for them),
6-1-1-vandunu-vaNduNu,ninRu,remaining as the alms-seeker (from mahAbali),
6-1-1-vandunu-vaNduNu,angu,from that sacrificial arena,
6-1-1-vandunu-vaNduNu,aNdamodu,with the higher worlds,
6-1-1-vandunu-vaNduNu,agal idam,the vast earth,
6-1-1-vandunu-vaNduNu,aLandhavanE,Oh one who captured (with your divine feet)!,
6-1-1-vandunu-vaNduNu,ANdAy,Oh one who ruled me (even in the past)!,
6-1-1-vandunu-vaNduNu,viNNagar,in the dhivyadhESam named thiruviNNagar,
6-1-1-vandunu-vaNduNu,mEyavanE,Oh one who is residing permanently!,
6-1-1-vandunu-vaNduNu,unnai,you,
6-1-1-vandunu-vaNduNu,kAnbadhu,to have me worship you,
6-1-1-vandunu-vaNduNu,Or aruL,unconditional grace,
6-1-1-vandunu-vaNduNu,enakku,on me,
6-1-1-vandunu-vaNduNu,aruLudhiyEl,if you can give (you should do),
6-1-1-vandunu-vaNduNu,manai vAzhkkaiyai,presence in this samsAram,
6-1-1-vandunu-vaNduNu,vENdEn,(I) don-t desire,
6-1-2-aNNal seydhu,aNNal seydhu,showing magnanimity (towards dhEvathAs),
6-1-2-aNNal seydhu,alai kadal,ocean where waves were agitating,
6-1-2-aNNal seydhu,kadaindhu,churned,
6-1-2-aNNal seydhu,adhanuL,came out of that (at that time),
6-1-2-aNNal seydhu,nanju,poison,
6-1-2-aNNal seydhu,nudhal kaN,rudhra who has an eye on the forehead,
6-1-2-aNNal seydhu,uNNa,to swallow,
6-1-2-aNNal seydhu,kaNdavanE,one who saw (vowed),
6-1-2-aNNal seydhu,viNNavar,dhEvathAs,
6-1-2-aNNal seydhu,amudhu uNa,as they drink the nectar,
6-1-2-aNNal seydhu,amudhil,from that nectar,
6-1-2-aNNal seydhu,varum,coming out (as the essence),
6-1-2-aNNal seydhu,amudhu,very enjoyable,
6-1-2-aNNal seydhu,peN,periya pirAttiyAr (SrI mahAlakshmi),
6-1-2-aNNal seydhu,uNda,(got and) enjoyed,
6-1-2-aNNal seydhu,emperumAnE,Oh our benefactor!,
6-1-2-aNNal seydhu,ANdAy,Oh one who ruled me (even in the past)!,
6-1-2-aNNal seydhu,viNNagar,in the dhivyadhESam named thiruviNNagar,
6-1-2-aNNal seydhu,mEyavanE,Oh one who is residing permanently!,
6-1-2-aNNal seydhu,unnai,you,
6-1-2-aNNal seydhu,kAnbadhu,to have me worship you,
6-1-2-aNNal seydhu,Or aruL,unconditional grace,
6-1-2-aNNal seydhu,enakku,on me,
6-1-2-aNNal seydhu,aruLudhiyEl,if you can give (you should do),
6-1-2-aNNal seydhu,manai vAzhkkaiyai,presence in this samsAram,
6-1-2-aNNal seydhu,vENdEn,(I) don-t desire,
6-1-3-kuzhal niRa,kuzhal niRa,like the (dark) complexion of his divine hair,
6-1-3-kuzhal niRa,vaNNa,oh one who is having bodily complexion!,
6-1-3-kuzhal niRa,nin,on your divine form,
6-1-3-kuzhal niRa,kURu koNda,took a portion and kept as his residence,
6-1-3-kuzhal niRa,thazhal niRam,by rudhra whose complexion is like the complexion of the fire,
6-1-3-kuzhal niRa,naNNAr,"asuras who are enemies, their",
6-1-3-kuzhal niRa,nagaram,thripura (three towns),
6-1-3-kuzhal niRa,vizha,to be destroyed,
6-1-3-kuzhal niRa,nani,big,
6-1-3-kuzhal niRa,malai,like a mountain,
6-1-3-kuzhal niRa,silai,bow,
6-1-3-kuzhal niRa,vaLaivu seydhu,launched,
6-1-3-kuzhal niRa,angu,(being launched) in that bow,
6-1-3-kuzhal niRa,azhal niRam,in the form of fire,
6-1-3-kuzhal niRa,adhu,very cruel in that manner,
6-1-3-kuzhal niRa,ambu AnavanE,one who entered in the arrow and stood there!,
6-1-3-kuzhal niRa,ANdAy,Oh one who ruled me (even in the past)!,
6-1-3-kuzhal niRa,viNNagar,in the dhivyadhESam named thiruviNNagar,
6-1-3-kuzhal niRa,mEyavanE,Oh one who is eternally residing!,
6-1-3-kuzhal niRa,unnai,you,
6-1-3-kuzhal niRa,kAnbadhu,to have me worship you,
6-1-3-kuzhal niRa,Or aruL,unconditional grace,
6-1-3-kuzhal niRa,enakku,on me,
6-1-3-kuzhal niRa,aruLudhiyEl,if you can give (you should do),
6-1-3-kuzhal niRa,manai vAzhkkaiyai,presence in this samsAram,
6-1-3-kuzhal niRa,vENdEn,(I) don-t desire,
6-1-4-nilavodu,nilavodu,with coolness,
6-1-4-nilavodu,veyilodu,with heat,
6-1-4-nilavodu,nilavu,roaming,
6-1-4-nilavodu,iru sudarum,moon and sun which are two radiant entities,
6-1-4-nilavodu,ulagamum,worlds,
6-1-4-nilavodu,uyirgaLum,the creatures (which are living there),
6-1-4-nilavodu,oru kAl,at one time (during deluge),
6-1-4-nilavodu,uNdu,swallowed (and kept in his stomach),
6-1-4-nilavodu,kalai tharu,very small,
6-1-4-nilavodu,kuzhaviyin,child-s,
6-1-4-nilavodu,uruvinaiyAy,having the form,
6-1-4-nilavodu,alai,agitated waves,
6-1-4-nilavodu,kadal,in the ocean,
6-1-4-nilavodu,Al ilai,in a banyan leaf,
6-1-4-nilavodu,vaLarndhavanE,Oh one who is reclining!,
6-1-4-nilavodu,ANdAy,Oh one who ruled me (even in the past)!,
6-1-4-nilavodu,viNNagar,in the dhivyadhESam named thiruviNNagar,
6-1-4-nilavodu,mEyavanE,Oh one who is eternally residing!,
6-1-4-nilavodu,unnai,you,
6-1-4-nilavodu,kAnbadhu,to have me worship you,
6-1-4-nilavodu,Or aruL,unconditional grace,
6-1-4-nilavodu,enakku,on me,
6-1-4-nilavodu,aruLudhiyEl,if you can give (you should do),
6-1-4-nilavodu,manai vAzhkkaiyai,presence in this samsAram,
6-1-4-nilavodu,vENdEn,(I) don-t desire,
6-1-5-pArezhu,pAr ezhum,the earth which is made of seven islands,
6-1-5-pArezhu,kadal ezhum,the seven oceans,
6-1-5-pArezhu,malai ezhum,the seven anchoring mountains,
6-1-5-pArezhu,Ay,being the controller of,
6-1-5-pArezhu,sIr kezhum,very beautiful,
6-1-5-pArezhu,ivvulagu Ezhum,these seven worlds,
6-1-5-pArezhu,ellAm,(and) all others,
6-1-5-pArezhu,Ar kezhu,very beautiful,
6-1-5-pArezhu,vaiyRRinil,in his divine stomach,
6-1-5-pArezhu,adakki,(placed) and subdued,
6-1-5-pArezhu,angu ninRu,remaining on the banyan leaf,
6-1-5-pArezhu,Or,distinguished among the words,
6-1-5-pArezhu,ezhuththu,for akAra (the letter/syllable -a-),
6-1-5-pArezhu,Or uru AnavanE,Oh one who remains the prime meaning!,
6-1-5-pArezhu,ANdAy,Oh one who ruled me (even in the past)!,
6-1-5-pArezhu,viNNagar,in the dhivyadhESam named thiruviNNagar,
6-1-5-pArezhu,mEyavanE,Oh one who is eternally residing!,
6-1-5-pArezhu,unnai,you,
6-1-5-pArezhu,kAnbadhu,to have me worship you,
6-1-5-pArezhu,Or aruL,unconditional grace,
6-1-5-pArezhu,enakku,on me,
6-1-5-pArezhu,aruLudhiyEl,if you can give (you should do),
6-1-5-pArezhu,manai vAzhkkaiyai,presence in this samsAram,
6-1-5-pArezhu,vENdEn,(I) don-t desire,
6-1-6-kArkezhu,kAr kezhu,filled with clouds,
6-1-6-kArkezhu,kadalgaLum,for oceans,
6-1-6-kArkezhu,malaigaLum,for mountains,
6-1-6-kArkezhu,Ay,being the AdhAram (abode),
6-1-6-kArkezhu,Er kezhum,organised,
6-1-6-kArkezhu,ulagamum,for the worlds,
6-1-6-kArkezhu,Agi,being the controller,
6-1-6-kArkezhu,mudhalArgaLum,brahmA et al who are primary,
6-1-6-kArkezhu,aRivarum,unable to be known,
6-1-6-kArkezhu,nilaiyinaiyAy,having qualities,
6-1-6-kArkezhu,sIr kezhu,having the beauty of authenticity,
6-1-6-kArkezhu,nAl maRai,for four vEdhams,
6-1-6-kArkezhu,AnavanE,Oh one who is the object!,
6-1-6-kArkezhu,ANdAy,Oh one who ruled me (even in the past)!,
6-1-6-kArkezhu,viNNagar,in the dhivyadhESam named thiruviNNagar,
6-1-6-kArkezhu,mEyavanE,Oh one who is eternally residing!,
6-1-6-kArkezhu,unnai,you,
6-1-6-kArkezhu,kANbadhu,to have me worship you,
6-1-6-kArkezhu,Or aruL,unconditional grace,
6-1-6-kArkezhu,enakku,on me,
6-1-6-kArkezhu,aruLudhiyEl,if you can give (you should do),
6-1-6-kArkezhu,manai vAzhkkaiyai,presence in this samsAram,
6-1-6-kArkezhu,vENdEn,(I) don-t desire,
6-1-7-urukkuRu,amarargaL,dhEvathAs,
6-1-7-urukkuRu,perukkamodu,with wealth,
6-1-7-urukkuRu,amara,to have the materials for the yAgam (sacrifice) remain well (for them),
6-1-7-urukkuRu,urukku uRu,melted,
6-1-7-urukkuRu,naRu ney koNdu,with new ghee,
6-1-7-urukkuRu,Ar azhalil,in the beautiful fire,
6-1-7-urukkuRu,sandhiyin vAy,in the sandhyA (dawn / dusk) times,
6-1-7-urukkuRu,nalgum,offering (the havis),
6-1-7-urukkuRu,irukku uRum,engaged in vEdha adhyayanam,
6-1-7-urukkuRu,andhaNar,brAhmaNas- (wealth),
6-1-7-urukkuRu,irukkinil,in the vEdham,
6-1-7-urukkuRu,in,sweet,
6-1-7-urukkuRu,isai,praNavam in the form of svaram (meter),
6-1-7-urukkuRu,AnavanE,Oh one who is the meaning!,
6-1-7-urukkuRu,ANdAy,Oh one who ruled me (even in the past)!,
6-1-7-urukkuRu,viNNagar,in the dhivyadhESam named thiruviNNagar,
6-1-7-urukkuRu,mEyavanE,Oh one who is eternally residing!,
6-1-7-urukkuRu,unnai,you,
6-1-7-urukkuRu,kAnbadhu,to have me worship you,
6-1-7-urukkuRu,Or aruL,unconditional grace,
6-1-7-urukkuRu,enakku,on me,
6-1-7-urukkuRu,aruLudhiyEl,if you can give (you should do),
6-1-7-urukkuRu,manai vAzhkkaiyai,presence in this samsAram,
6-1-7-urukkuRu,vENdEn,(I) don-t desire,
6-1-8-kAdhal seydhu,pOdhu alar,decorated with fresh flower garlands,
6-1-8-kAdhal seydhu,nedu mudi,one who is having tall divine crown,
6-1-8-kAdhal seydhu,puNNiyanE,Oh one who is pure!,
6-1-8-kAdhal seydhu,iLaiyavar,young girls,
6-1-8-kAdhal seydhu,kAdhal seydhu,showing love,
6-1-8-kAdhal seydhu,tharum,giving,
6-1-8-kAdhal seydhu,vEdhanai,in the form of sorrow,
6-1-8-kAdhal seydhu,kalavi,for the union,
6-1-8-kAdhal seydhu,adhu,such,
6-1-8-kAdhal seydhu,vinai,karma (if we start thinking),
6-1-8-kAdhal seydhu,veruvudhal Am,causing fear (in me),
6-1-8-kAdhal seydhu,Adhalil,Hence (to have it eliminated),
6-1-8-kAdhal seydhu,unadhu adi,your divine feet,
6-1-8-kAdhal seydhu,nAn,I,
6-1-8-kAdhal seydhu,aNuguvan,approach and surrender unto.,
6-1-8-kAdhal seydhu,ANdAy,Oh one who ruled me (even in the past)!,
6-1-8-kAdhal seydhu,viNNagar,in the dhivyadhESam named thiruviNNagar,
6-1-8-kAdhal seydhu,mEyavanE,Oh one who is eternally residing!,
6-1-8-kAdhal seydhu,unnai,you,
6-1-8-kAdhal seydhu,kANbadhu,to have me worship you,
6-1-8-kAdhal seydhu,Or aruL,unconditional grace,
6-1-8-kAdhal seydhu,enakku,on me,
6-1-8-kAdhal seydhu,aruLudhiyEl,if you can give (you should do),
6-1-8-kAdhal seydhu,manai vAzhkkaiyai,presence in this samsAram,
6-1-8-kAdhal seydhu,vENdEn,(I) don-t desire,
6-1-9-sAdhalum,Odhal sey,learnt/practised,
6-1-9-sAdhalum,nAl maRaiyAgi,being the controller of four vEdhams,
6-1-9-sAdhalum,umbarAdhal,primary among the dhEvathAs,
6-1-9-sAdhalum,sey,created,
6-1-9-sAdhalum,mUvuru AnavanE,"Oh one who is having brahmA, rudhra and indhra as SarIram!",
6-1-9-sAdhalum,sAdhalum,death,
6-1-9-sAdhalum,piRaththalum,birth,
6-1-9-sAdhalum,enRu,analysing these sorrowful sequences,
6-1-9-sAdhalum,ivaRRai,these birth etc,
6-1-9-sAdhalum,kAdhal seyyAdhu,having no taste,
6-1-9-sAdhalum,una kazhal,your highness- divine feet,
6-1-9-sAdhalum,adaindhEn,surrendered.,
6-1-9-sAdhalum,ANdAy,Oh one who ruled me (even in the past)!,
6-1-9-sAdhalum,viNNagar,in the dhivyadhESam named thiruviNNagar,
6-1-9-sAdhalum,mEyavanE,Oh one who is eternally residing!,
6-1-9-sAdhalum,unnai,you,
6-1-9-sAdhalum,kANbadhu,to have me worship you,
6-1-9-sAdhalum,Or aruL,unconditional grace,
6-1-9-sAdhalum,enakku,on me,
6-1-9-sAdhalum,aruLudhiyEl,if you can give (you should do),
6-1-9-sAdhalum,manai vAzhkkaiyai,presence in this samsAram,
6-1-9-sAdhalum,vENdEn,(I) don-t desire,
6-1-10-pUmaru,pU maru,Filled with flowers (always blossoming),
6-1-10-pUmaru,pozhil,orchards,
6-1-10-pUmaru,aNi,having as decoration,
6-1-10-pUmaru,viNNagar mEl,on the dhivyadhESam named thiruviNNagar,
6-1-10-pUmaru,kAmaru,desirable,
6-1-10-pUmaru,sIr,having SrIvaishNavaSrI (wealth of kainkaryam),
6-1-10-pUmaru,kalikanRi,thirumangai AzhwAr,
6-1-10-pUmaru,sonna,mercifully spoken,
6-1-10-pUmaru,pA maru,filled with beautiful pAsurams,
6-1-10-pUmaru,thamizh ivai,these ten pAsurams in the dhrAvida (thamizh) form,
6-1-10-pUmaru,pAda vallAr,those who can learn/recite,
6-1-10-pUmaru,vAmanan,"sarvESvaran who incarnated as vAmana, his",
6-1-10-pUmaru,iNai adi,divine feet which match each other,
6-1-10-pUmaru,maruvuvar,will reach,
6-2-1-poRuththEn,pun sol,harsh words (spoken by others),
6-2-1-poRuththEn,nenjil,in my heart,
6-2-1-poRuththEn,poRuththEn,I tolerated!,
6-2-1-poRuththEn,aim pulangaL,for the five sense organs,
6-2-1-poRuththEn,kadan Ayina,apt and ordained like debt,
6-2-1-poRuththEn,poruL,wealth,
6-2-1-poRuththEn,inbam,lust,
6-2-1-poRuththEn,ena iraNdum,these two,
6-2-1-poRuththEn,iRuththEn,gave;,
6-2-1-poRuththEn,Arvam,love (towards favourable persons),
6-2-1-poRuththEn,seRRam,hate (towards unfavourable persons),
6-2-1-poRuththEn,avai thannai,these,
6-2-1-poRuththEn,vAyil otti,vowed,
6-2-1-poRuththEn,aRuththEn,showed;,
6-2-1-poRuththEn,manaththu,in the heart (such love and hate),
6-2-1-poRuththEn,agaRRi,made to go away (expanded),
6-2-1-poRuththEn,veRuththEn,(subsequently) despised;,
6-2-1-poRuththEn,thiruviNNagar,in the dhivyadhESam named thiruviNNagar,
6-2-1-poRuththEn,mEyavanE,Oh sarvESvara who is eternally residing!,
6-2-1-poRuththEn,nin adaindhEn,I attained you as my refuge.,
6-2-2-maRandhEn,unnai,you who have to be remembered at all times,
6-2-2-maRandhEn,munnam,since time immemorial,
6-2-2-maRandhEn,maRandhEn,did not think (further),
6-2-2-maRandhEn,maRandha,that I did not think about you,
6-2-2-maRandhEn,madhi il,not having knowledge (atonement),
6-2-2-maRandhEn,manaththAl,being with the mind,
6-2-2-maRandhEn,eththanaiyum,very much (even more than achith),
6-2-2-maRandhEn,iRandhEn,went away (became very lowly),
6-2-2-maRandhEn,adhanAl,hence,
6-2-2-maRandhEn,idumbai,in the form of sorrow,
6-2-2-maRandhEn,kuzhiyil,in the womb,
6-2-2-maRandhEn,piRandhE,continuously having birth (and death),
6-2-2-maRandhEn,eyththu,becoming weak (lacking strength),
6-2-2-maRandhEn,ozhindhEn,I withdrew from engaging in self-effort;,
6-2-2-maRandhEn,perumAnE,Oh lord!,
6-2-2-maRandhEn,thirumArbA,"Oh one who is having pirAtti (SrI mahAlakshmi) who is the purushakAra bhUthA, on your divine chest!",
6-2-2-maRandhEn,nin adikkE,for your divine feet,
6-2-2-maRandhEn,siRandhEn,I became qualified;,
6-2-2-maRandhEn,thiruviNNagar mEyavanE,Oh one who is eternally residing in the dhivyadhESam named thiruviNNagar!,
6-2-3-mAnEy,vAnE,Oh one who is the controller of nithya vibhUthi!,
6-2-3-mAnEy,mA,vast,
6-2-3-mAnEy,nilamE,Oh one who is the controller of leelA vibhUthi which has earth in it!,
6-2-3-mAnEy,vandhu,coming from paramapadham,
6-2-3-mAnEy,uvandhu,joyfully,
6-2-3-mAnEy,en manaththu,in my heart,
6-2-3-mAnEy,irundha,one who is eternally residing,
6-2-3-mAnEy,thEnE,Oh very enjoyable lord!,
6-2-3-mAnEy,mAn Ey,matching a deer-s,
6-2-3-mAnEy,nOkkiyar tham,"women who are having beautiful eyes, their",
6-2-3-mAnEy,vayiRRuk kuzhiyil,in the womb,
6-2-3-mAnEy,uzhaikkum,suffering,
6-2-3-mAnEy,Un,filled with flesh,
6-2-3-mAnEy,Er,Having the beauty of being the means for the goal,
6-2-3-mAnEy,Akkai thannai,the body,
6-2-3-mAnEy,udhavAmai,(for my goal) not being means,
6-2-3-mAnEy,uNarndhu uNarndhu,knowing well,
6-2-3-mAnEy,nin adaindhEn,I held you as my means.,
6-2-3-mAnEy,thiruviNNagar mEyavanE!,Oh one who is eternally residing in the dhivyadhESam named thiruviNNagar!,
6-2-4-piRindhEn,peRRa,own,
6-2-4-piRindhEn,makkaL,children,
6-2-4-piRindhEn,peNdir,wives,
6-2-4-piRindhEn,enRu,said in this manner,
6-2-4-piRindhEn,ivar,these relatives,
6-2-4-piRindhEn,pin,for the end times,
6-2-4-piRindhEn,udhavAdhu,not being helpful,
6-2-4-piRindhEn,aRindhEn,I knew (then),
6-2-4-piRindhEn,piRindhEn,I abandoned (them),
6-2-4-piRindhEn,nI,you are a friend in need,
6-2-4-piRindhEn,paNiththa,mercifully spoke (to arjuna),
6-2-4-piRindhEn,aruL ennum,charama SlOkam which shows bhagavAn-s mercy as the only means,
6-2-4-piRindhEn,oL,beautiful,
6-2-4-piRindhEn,vAL,sword,
6-2-4-piRindhEn,uruvi,bringing out from the pouch,
6-2-4-piRindhEn,aim pulangaL,caused by matters such as Sabdha etc and their means,
6-2-4-piRindhEn,idar thIra,to eliminate the sorrow,
6-2-4-piRindhEn,eRindhEn,I launched,
6-2-4-piRindhEn,eRindhu,destroying (them in this manner),
6-2-4-piRindhEn,vandhu,I came to you,
6-2-4-piRindhEn,nin adikkE,at your divine feet,
6-2-4-piRindhEn,seRindhEn,remained in a fixed manner,
6-2-4-piRindhEn,thiruviNNagar mEyavanE,Oh one who is eternally residing in the dhivydhESam named thiruviNNagar!,
6-2-5-pAN thEn,pAN,singing,
6-2-5-pAN thEn,thEn,drinking honey,
6-2-5-pAN thEn,vaNdu,beetles,
6-2-5-pAN thEn,aRaiyum,humming,
6-2-5-pAN thEn,kuzhalArgaL,women who are having hair,
6-2-5-pAN thEn,pallANdu isaippa,"as they pray for auspiciousness, more and more",
6-2-5-pAN thEn,(people of this world),,
6-2-5-pAN thEn,arasAgi,being kings,
6-2-5-pAN thEn,vaiyam ellAm,all the worlds,
6-2-5-pAN thEn,ANdAr,those who ruled,
6-2-5-pAN thEn,mun ANdavarE,those who ruled in this manner,
6-2-5-pAN thEn,mANdAr enRu,being known as -they have died-,
6-2-5-pAN thEn,(in this manner),,
6-2-5-pAN thEn,vandhAr,(since time immemorial) they are coming (no one is permanent),
6-2-5-pAN thEn,andhO,alas! This wealth is temporary.,
6-2-5-pAN thEn,(Hence),,
6-2-5-pAN thEn,manai vAzhkkai thannai,enjoyment in samsAra,
6-2-5-pAN thEn,vENdEn,not liking it,
6-2-5-pAN thEn,nin adaindhEn,I surrendered unto you,
6-2-5-pAN thEn,thiruviNNagar mEyavanE,Oh one who is eternally residing in thiruviNNagar!,
6-2-6-kallA aimpulangaL,kallA,illiterate (not following the principles of SAsthram),
6-2-6-kallA aimpulangaL,avai,very cruel,
6-2-6-kallA aimpulangaL,aim pulangaL,five senses,
6-2-6-kallA aimpulangaL,kaNda,tried to enjoy Sabdha (sound) etc,
6-2-6-kallA aimpulangaL,ARu,the way,
6-2-6-kallA aimpulangaL,seyya killEn,unqualified to do;,
6-2-6-kallA aimpulangaL,mallA,Oh strong one!,
6-2-6-kallA aimpulangaL,mal amaruL,in the wrestling fight,
6-2-6-kallA aimpulangaL,mallar,chANUra et al,
6-2-6-kallA aimpulangaL,mALa,to be killed,
6-2-6-kallA aimpulangaL,mal,(their) strength,
6-2-6-kallA aimpulangaL,adarththa,destroyed,
6-2-6-kallA aimpulangaL,mallA,Oh one who is having very simple act!,
6-2-6-kallA aimpulangaL,mallal,abundant,
6-2-6-kallA aimpulangaL,am,beautiful,
6-2-6-kallA aimpulangaL,sIr,wealth,
6-2-6-kallA aimpulangaL,madhiL,forts,
6-2-6-kallA aimpulangaL,nIr,ocean (standing as a protective layer),
6-2-6-kallA aimpulangaL,ilangai,lankA,
6-2-6-kallA aimpulangaL,azhiththa,one who destroyed,
6-2-6-kallA aimpulangaL,villA,Oh one who is having the bow!,
6-2-6-kallA aimpulangaL,nin adaindhEn,I surrendered unto you,
6-2-6-kallA aimpulangaL,thiruviNNagar mEyavanE,Oh one who is eternally residing in thiruviNNagar!,
6-2-7-vERA yAn,yAn,"I, who have been facing away from you, till date",
6-2-7-vERA yAn,vERA,being different from dhruptha prapanna (one who remains satisfied with mOksham at the end of the life),
6-2-7-vERA yAn,irandhEn,I begged you,
6-2-7-vERA yAn,endhAy,Oh my lord!,
6-2-7-vERA yAn,veguLAdhu,without being angry,
6-2-7-vERA yAn,manakkoL,"you should mercifully accept in your divine mind,",
